ASV	14223c01_05c_eDNA	14223c01_07c_eDNA	14223c01_06c_eDNA	14223c01_10c_eDNA	14223c01_04c_eDNA	14223c01_09c_eDNA	14223c01_02c_eDNA	14223c01_01c_eDNA	14223c01_03c_eDNA	14223c01_12c_eDNA	14223c01_08c_eDNA	25424c01_12c_eDNA	25424c01_10c_eDNA	25424c01_09c_eDNA	25424c01_06c_eDNA	25424c01_03c_eDNA	25424c02_12c_eDNA	25424c02_10c_eDNA	25424c02_09c_eDNA	25424c02_06c_eDNA	25424c02_03c_eDNA	25424c03_12c_eDNA	25424c03_10c_eDNA	25424c03_09c_eDNA	25424c03_06c_eDNA	25424c03_03c_eDNA	22624c01_12c_eDNA	22624c01_10c_eDNA	22624c01_09c_eDNA	22624c01_06c_eDNA	22624c01_03c_eDNA	22624c02_12c_eDNA	22624c02_10c_eDNA	22624c02_09c_eDNA	22624c02_06c_eDNA	22624c02_03c_eDNA	22624c03_12c_eDNA	22624c03_10c_eDNA	22624c03_09c_eDNA	22624c03_06c_eDNA	22624c03_03c_eDNA	20524c02_12c_eDNA	20524c02_10c_eDNA	20524c02_09c_eDNA	20524c02_06c_eDNA	20524c02_03c_eDNA	20524c01_12c_eDNA	20524c01_10c_eDNA	20524c01_09c_eDNA	20524c01_06c_eDNA	20524c01_03c_eDNA	20524c03_12c_eDNA	20524c03_10c_eDNA	20524c03_09c_eDNA	20524c03_06c_eDNA	20524c03_03c_eDNA	17024c03_03c_eDNA	17024c03_06c_eDNA	17024c03_09c_eDNA	17024c03_10c_eDNA	17024c03_12c_eDNA	17024c02_03c_eDNA	17024c02_06c_eDNA	17024c02_09c_eDNA	17024c02_10c_eDNA	17024c02_12c_eDNA	17024c01_03c_eDNA	17024c01_06c_eDNA	17024c01_09c_eDNA	17024c01_10c_eDNA	17024c01_12c_eDNA	CN24F150mMV2_SC42	CN24F150mMV2_SC43	CN24F150mMV2_SC44	CN24F150mMV2_SC45	CN24F150mMV2_SC46	CN24F150mMV2_SC47	CN24F150mMV2_SC48	CN24F150mMV2_SC49	CN24F150mMV2_SC50	CN24F150mMV2_SC51	CN24F150mMV2_SC52	CN24F150mMV2_SC53	CN24F150mMV2_SC54	CN24F150mMV2_SC55	CN24F150mMV2_SC56	CN24F150mMV2_SC57	CN24F150mMV2_SC58	CN24F150mMV2_SC59	CN24F150mMV2_preblank	CN24F150mMV2_postblank	CN_MBTS_Dual_extraction_P1_DNA_EB	pcrblank1	pcrblank2	Art_Comm_FWAQ
ASV_231	1	636	248	0	2	0	0	332	0	0	0	0	1	4	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1783	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	10	0	0	2	0	181	4	0	0	0	0	0	1	1	0	3	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	2	0	2	0	0	0	0
ASV_232	84	94	83	7	40	15	6	0	4	3	26	0	15	7	32	56	2	5	4	67	108	2	10	16	38	69	0	16	63	55	65	2	2	0	26	34	0	5	4	19	75	1	23	24	20	51	3	1	20	108	37	0	0	9	109	110	43	53	6	4	3	38	27	14	11	8	73	55	12	12	0	57	56	59	85	67	51	51	43	53	83	62	84	52	55	81	66	66	112	0	0	0	0	0	0
ASV_233	15	21	16	8	11	105	0	3	2	4	47	0	120	115	55	26	8	34	42	113	37	9	85	103	129	40	0	27	49	79	30	0	1	5	49	17	1	6	9	30	13	0	24	50	89	61	4	3	58	94	13	0	2	8	119	14	8	109	12	10	16	2	12	26	18	3	18	32	42	40	1	58	37	43	80	56	42	29	52	46	46	31	43	30	57	58	64	55	36	0	0	0	0	0	0
ASV_234	1	5	4	98	1	6	0	15	2	99	10	6	41	0	0	2	104	39	20	4	0	14	16	12	3	1	5	8	2	2	0	51	11	79	0	3	111	103	145	8	1	19	67	0	0	2	1	39	0	0	0	0	39	241	0	0	2	0	94	149	153	0	4	31	65	227	1	0	354	635	3	5	0	0	4	0	0	0	0	1	0	1	2	0	0	16	0	4	5	0	0	0	0	0	0
ASV_235	75	19	30	0	76	79	16	12	10	0	21	0	33	69	44	13	0	3	8	36	1	0	7	10	34	0	0	33	109	155	75	0	4	1	68	2	3	1	1	25	3	0	34	95	233	305	0	0	36	90	54	0	0	3	43	89	35	62	9	8	13	26	61	72	35	19	97	216	133	76	0	24	14	13	16	25	9	12	14	11	10	7	17	10	13	6	9	15	26	0	21	0	0	0	0
ASV_236	0	0	0	2	0	3	10	0	0	4	0	96	0	0	0	40	27	0	8	0	0	100	7	2	25	0	738	13	4	12	10	165	305	190	0	0	153	83	55	0	0	7	0	0	0	3	299	9	10	0	1	114	14	25	0	0	2	2	9	20	17	0	0	4	17	57	0	0	2	27	457	1	2	0	0	0	1	0	0	4	4	0	0	2	4	17	0	0	7	0	0	0	0	0	0
ASV_237	45	31	19	0	22	20	9	6	14	0	27	50	0	2	37	35	5	3	0	102	125	7	7	0	123	157	7	26	34	72	26	8	5	15	88	86	10	8	16	96	156	13	1	9	52	52	40	0	2	160	26	25	23	27	27	96	65	47	8	6	5	20	83	11	5	2	85	129	0	4	51	23	39	41	47	30	37	29	29	32	37	45	35	34	20	50	27	25	32	0	0	0	0	0	0
ASV_238	54	55	47	6	14	13	9	0	12	2	16	1	20	9	10	33	113	179	153	6	20	88	74	159	5	9	28	127	88	13	26	8	12	18	25	7	36	14	22	10	18	3	8	8	8	36	0	4	7	16	18	2	2	11	48	24	4	39	58	63	65	18	51	41	48	31	321	137	80	125	21	12	18	28	10	26	15	7	9	22	11	23	30	12	16	13	25	15	17	0	0	0	0	0	0
ASV_239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	406	328	47	6	245	479	784	11	0	48	226	282	6	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_240	7	6	7	5	2	13	10	0	3	1	8	3	53	18	43	55	37	99	97	26	27	23	39	70	13	3	16	150	132	242	146	8	4	15	49	11	14	8	9	22	8	43	42	26	20	132	13	23	39	12	55	15	3	28	21	24	10	21	12	9	10	4	35	9	8	1	151	57	11	16	3	59	33	30	35	58	26	42	34	42	40	57	61	32	52	53	34	36	30	0	0	0	0	0	0
ASV_241	98	80	52	13	86	8	16	1	11	1	7	0	10	12	22	31	56	154	109	5	30	22	43	42	12	5	21	83	54	211	101	6	36	78	40	36	20	12	14	52	49	37	52	70	10	17	28	80	124	71	34	18	20	68	18	54	5	5	21	34	50	56	37	0	1	0	81	52	3	12	8	14	18	8	21	35	10	4	9	16	24	23	7	9	12	17	10	17	30	0	0	0	0	0	0
ASV_242	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	3	0	0	1	0	0	897	0	2169	0	0
ASV_243	169	184	196	0	228	33	229	255	244	0	72	0	0	0	2	23	0	0	0	4	148	0	0	0	15	56	0	4	4	52	14	0	0	0	2	77	0	0	0	1	137	0	0	0	1	28	0	0	0	7	43	0	0	0	5	52	297	35	0	0	0	61	57	3	0	0	95	86	0	0	0	11	3	2	12	22	12	1	27	9	7	13	2	4	10	4	15	3	3	0	0	0	0	0	0
ASV_244	0	0	0	0	0	1	0	0	0	0	0	75	38	0	0	0	229	9	24	0	0	77	13	0	13	0	236	1	0	0	0	111	119	117	0	0	22	21	89	0	0	137	20	0	0	0	384	161	0	0	0	290	562	129	0	0	0	0	11	8	2	0	0	32	38	1	0	0	0	10	31	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0
ASV_245	1	7	3	1	0	38	0	0	0	0	19	0	2	13	96	97	0	0	3	212	62	0	23	20	326	69	0	31	90	165	49	0	0	2	44	17	0	0	0	28	16	0	2	2	35	43	0	0	3	49	11	0	0	0	31	78	0	16	1	0	0	0	12	2	7	0	2	14	4	2	0	48	50	55	75	79	28	34	39	39	53	14	60	42	69	56	49	66	72	0	393	0	0	0	0
ASV_246	0	3	0	34	0	19	0	0	0	20	0	16	160	91	6	2	32	61	89	5	0	25	38	61	3	0	34	59	16	4	4	17	30	31	0	0	30	30	23	0	4	37	73	104	42	36	24	97	213	0	0	3	15	40	3	0	0	0	34	52	45	0	2	18	18	80	3	2	23	58	78	61	94	53	64	54	51	28	51	63	60	34	50	48	57	68	38	51	63	0	0	0	0	0	0
ASV_247	21	53	34	4	18	29	11	7	8	4	12	2	18	6	25	38	9	15	35	24	53	16	24	53	41	26	1	32	44	36	29	1	10	8	34	16	8	41	25	19	17	5	25	59	36	50	0	3	30	41	19	0	17	25	62	65	15	36	24	33	28	13	29	55	25	30	99	73	24	34	6	45	56	68	63	92	44	58	45	81	84	66	74	45	65	74	55	62	89	0	0	0	0	0	0
ASV_248	1	0	1	19	0	65	0	0	0	10	20	25	53	37	21	40	13	57	45	25	11	7	44	68	33	4	8	22	25	25	14	7	3	11	11	3	15	28	40	1	0	116	163	114	79	72	23	80	107	6	0	48	41	45	29	10	0	4	12	24	15	0	11	18	3	19	19	51	22	21	33	67	51	41	39	87	35	35	51	61	74	22	61	43	63	68	85	71	72	0	0	0	0	0	0
ASV_249	14	73	25	0	4	42	0	0	2	0	79	0	16	6	39	30	0	3	5	23	68	2	4	26	18	68	0	6	17	33	18	0	0	0	34	75	0	0	0	10	114	2	19	34	54	78	3	5	38	158	71	0	2	1	88	176	13	63	12	16	12	22	69	27	25	19	377	165	73	62	4	24	35	30	30	31	35	24	22	16	36	7	17	21	21	27	34	27	22	0	0	0	0	0	0
ASV_250	0	0	2	10	3	16	0	1	0	0	6	2	81	62	216	40	7	35	13	222	0	8	71	24	41	0	0	14	0	0	4	4	29	3	0	0	18	29	20	0	1	541	251	118	127	47	17	25	35	4	5	111	106	133	5	33	0	1	43	198	40	0	0	2	2	70	0	0	0	29	66	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ASV_251	8	10	16	14	3	11	0	0	0	3	8	28	55	18	38	77	100	134	201	8	22	37	33	85	11	6	23	77	106	70	42	13	18	24	57	20	15	25	27	19	5	1	7	21	13	62	0	5	13	35	18	2	1	8	32	21	6	32	61	86	76	14	37	53	32	19	132	131	39	78	94	16	21	22	23	32	11	25	28	12	30	47	23	20	17	18	14	20	8	0	0	0	0	0	0
ASV_252	0	0	0	0	2	0	0	0	0	0	1	0	3	0	0	0	0	0	0	1	0	0	0	0	0	17	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	3	0	5	0	2	0	0	0	0	2937	0	1	0	0	0	0	0	0	0	0	0	0
ASV_253	0	0	0	1	0	3	0	0	0	0	0	2	0	0	0	3	7	6	2	0	0	3	3	5	1	0	201	346	77	0	3	102	278	263	6	5	404	571	625	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	19	6	0	1	5	3	1	2	0	1	3	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ASV_254	1	1	0	0	0	88	9	0	1	0	3	0	17	40	19	16	0	2	2	11	0	0	0	4	4	0	0	59	260	35	13	0	5	6	96	3	0	0	3	77	0	4	31	41	49	30	0	0	26	5	0	0	0	0	36	1	0	57	23	34	33	0	36	9	12	12	292	1093	14	23	0	26	11	28	24	20	8	8	12	21	29	33	20	15	9	13	25	14	23	0	0	0	0	0	0
ASV_255	0	1	0	0	0	0	0	1	0	0	0	0	21	3	4	2	225	5	38	0	1	6	459	300	14	0	0	0	0	0	2	0	4	5	2	0	0	0	4	3	0	1	3	0	0	1	0	0	2	0	2	0	29	3	3	0	3	2	0	3	6	0	1	10	10	6	2	9	3	6	0	52	41	58	60	73	23	46	42	1011	27	19	52	28	34	32	58	41	47	0	0	0	0	0	0
ASV_256	51	54	45	0	35	38	28	10	24	0	74	0	17	70	78	57	0	0	14	148	94	2	17	16	127	141	0	16	29	83	52	0	1	1	55	25	0	2	0	10	67	0	11	17	48	24	0	1	18	121	24	0	0	1	49	37	27	33	4	0	3	12	21	16	8	6	40	47	21	14	1	52	42	45	50	48	26	31	38	52	60	30	56	38	46	72	51	41	49	0	0	0	0	0	0
ASV_257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	4	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	3	0	0	0	71	105	81	113	123	84	71	89	80	140	120	175	244	141	163	137	160	192	0	0	0	0	0	0
ASV_258	3	0	0	2	0	143	0	0	0	2	0	0	6	47	161	68	0	3	3	181	19	0	2	9	113	0	0	34	100	100	73	0	0	4	104	4	2	4	1	26	0	0	32	73	295	163	1	1	19	21	4	0	0	1	35	34	0	10	0	1	2	0	28	6	7	11	41	77	19	13	0	37	54	63	38	60	37	43	40	32	52	34	60	36	30	29	32	46	64	0	0	0	0	0	0
ASV_259	0	0	0	1	0	12	0	0	0	4	7	18	37	34	3	0	31	19	72	7	5	44	33	78	106	0	0	3	7	2	2	12	1	7	2	0	24	17	20	2	0	28	56	69	34	0	16	22	36	45	1	11	58	34	0	2	11	120	94	53	57	0	2	79	87	495	4	17	98	266	444	0	0	28	2	2	0	0	4	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV_260	1	7	0	0	2	0	0	0	0	0	0	0	37	24	21	22	0	2	15	21	3	1	6	29	28	16	0	8	3	0	3	0	0	0	6	0	0	0	0	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	114	220	149	245	193	73	105	152	178	157	140	146	123	90	235	101	121	77	0	0	0	0	0	0
ASV_261	15	16	9	35	17	12	35	27	14	20	7	0	50	64	80	34	0	3	34	46	12	0	9	32	25	0	0	10	22	48	27	2	21	9	19	9	11	9	10	10	27	0	27	44	114	106	0	29	97	41	12	0	0	3	9	22	10	20	12	15	10	7	18	21	15	22	12	22	47	54	0	69	54	74	83	78	58	41	48	68	88	52	92	65	65	84	84	89	69	0	0	0	0	0	0
ASV_262	0	0	0	127	0	136	0	1	2	80	0	18	20	22	3	0	2	33	32	1	0	37	32	24	2	0	45	79	88	62	1	26	28	60	89	0	28	42	29	58	0	168	190	135	38	32	16	54	86	0	0	19	12	21	8	0	0	0	9	6	18	0	3	14	13	132	1	1	21	31	154	30	27	17	42	36	17	34	29	24	19	15	24	20	29	33	27	28	27	0	0	0	0	0	0
ASV_263	0	26	12	10	0	37	0	0	0	0	29	0	30	43	72	11	10	48	97	66	16	26	74	144	32	14	11	37	18	24	8	1	3	14	5	30	9	8	11	2	113	41	62	57	17	26	7	79	107	36	39	22	41	130	36	78	15	5	10	25	17	2	33	21	14	10	284	93	38	36	0	12	25	21	23	22	12	18	25	15	12	14	15	16	24	29	12	23	39	0	0	0	0	0	0
ASV_264	1	9	12	14	1	11	0	0	0	4	8	4	41	37	23	23	17	57	68	18	25	11	42	108	23	19	24	56	65	16	24	6	18	18	8	8	16	14	17	6	27	10	66	80	60	84	6	44	120	23	19	4	21	52	82	24	2	15	24	21	32	0	26	21	21	27	73	53	40	58	4	51	39	45	59	51	33	50	46	59	45	18	35	37	52	52	37	45	61	0	0	0	0	0	0
ASV_265	2	10	8	3	2	18	2	0	4	0	21	0	2	0	58	90	0	0	0	31	46	0	3	0	42	29	0	30	34	149	171	0	2	0	23	56	0	0	0	6	20	0	1	9	64	180	0	0	2	46	122	0	0	0	13	305	10	22	0	3	0	2	35	1	2	5	287	133	3	2	0	35	34	33	37	57	19	32	18	39	51	22	49	41	36	51	60	40	36	0	0	0	0	0	0
ASV_266	0	0	0	4	0	0	0	0	0	7	3	102	56	8	0	0	114	7	12	2	9	254	0	0	7	0	95	0	0	16	0	290	33	18	0	0	75	10	7	0	0	16	0	0	0	0	40	0	0	0	0	13	1	0	0	0	0	0	21	38	69	0	2	53	32	534	0	18	151	406	260	0	4	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_267	59	86	63	0	34	21	12	0	6	0	23	0	0	5	32	117	2	11	21	11	61	3	4	9	9	20	3	34	43	115	141	0	0	1	19	26	2	1	0	14	28	3	10	15	32	90	2	6	6	67	46	0	2	6	32	32	10	50	13	10	19	6	35	8	4	12	109	95	15	14	1	56	60	53	55	71	29	46	62	60	74	29	47	52	51	74	39	73	69	0	0	0	0	0	0
ASV_268	4	3	4	0	5	31	0	0	0	0	8	1	41	64	133	107	0	3	8	178	39	3	17	22	88	33	3	9	26	46	34	2	5	1	28	8	1	1	3	5	10	1	4	4	27	17	0	2	7	14	4	0	2	1	22	41	0	2	0	0	1	1	10	0	1	1	37	40	3	5	1	77	117	82	103	100	72	58	71	81	68	87	117	61	76	117	78	104	93	0	0	0	0	0	0
ASV_269	0	26	11	133	0	23	0	0	1	82	58	23	120	89	0	2	25	30	36	0	22	120	52	52	3	11	86	1	0	5	6	48	101	97	0	0	114	55	38	0	0	250	75	11	37	110	72	28	11	25	15	48	28	9	44	4	10	2	10	20	14	5	1	6	10	57	9	5	6	10	194	18	7	14	20	19	3	13	5	12	12	6	3	11	9	6	9	3	8	0	0	0	0	0	0
ASV_270	145	164	128	0	121	6	33	43	58	0	35	1	1	0	12	24	0	0	0	34	54	0	0	3	19	30	0	23	28	74	17	0	0	0	47	64	0	0	1	37	62	1	1	5	94	102	0	0	0	421	90	0	0	0	130	138	64	31	0	0	0	106	47	7	1	0	75	102	4	1	4	6	6	3	5	4	5	2	12	4	3	5	3	5	9	2	4	1	3	0	0	0	0	0	0
ASV_271	0	0	0	131	3	0	1	0	0	61	0	426	0	0	0	0	81	5	2	0	0	145	10	20	4	0	2	0	2	4	0	4	8	2	0	0	2	9	3	0	0	83	68	16	1	8	469	31	3	0	0	201	36	12	1	13	0	19	30	50	29	0	0	16	13	256	6	4	6	53	365	0	5	4	1	8	5	2	1	4	5	9	4	6	0	2	0	0	0	0	0	0	0	0	0
ASV_272	6	12	5	0	7	7	0	6	3	0	1	0	0	4	28	40	2	2	5	78	28	0	0	7	180	30	0	10	8	62	32	0	1	4	23	3	9	12	10	4	16	3	6	0	0	10	0	1	4	9	8	0	0	0	11	6	11	17	0	0	0	7	9	0	0	0	7	1	0	0	0	104	114	148	139	142	79	97	96	99	142	80	145	105	108	95	88	90	127	0	0	0	0	0	0
ASV_273	0	3	0	0	0	0	0	0	0	0	0	0	1	11	1	0	0	1	5	82	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	343	0	0	0	0	0	0	0	0	140	43	129	13	8	0	52	45	20	88	40	33	400	29	4	158	70	3	0	1013	0	0	0	0
ASV_274	0	0	0	0	0	0	0	0	0	0	0	77	33	0	0	0	244	15	27	0	0	85	7	0	15	0	235	7	0	2	0	84	108	107	0	0	23	10	81	0	0	107	25	0	0	0	362	81	0	0	0	264	459	84	0	0	0	0	7	5	6	0	0	24	51	3	0	0	0	8	33	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0
ASV_275	22	47	54	8	14	16	0	0	0	0	11	0	19	10	15	11	0	2	3	35	47	1	12	12	18	5	5	28	56	21	4	2	15	22	47	12	6	23	38	28	31	0	8	23	12	17	2	1	29	26	14	0	0	15	35	7	3	25	4	5	1	6	8	11	10	4	7	2	9	18	0	84	113	97	127	97	56	89	83	93	106	64	110	77	69	134	95	96	148	0	0	0	0	0	0
ASV_276	0	0	0	311	0	0	1	0	0	526	0	84	0	0	46	0	17	0	9	0	0	75	0	0	0	0	46	0	0	6	0	152	104	0	0	0	127	220	32	0	0	0	0	0	0	0	0	42	0	17	0	0	0	149	277	0	0	0	116	46	0	0	0	0	247	73	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
ASV_277	12	27	20	9	0	114	0	0	2	5	75	2	65	70	58	30	0	7	41	76	43	2	18	98	61	68	0	19	26	27	15	2	2	0	20	15	1	4	1	17	30	3	19	55	26	25	0	3	59	30	27	6	3	26	65	74	13	36	28	17	22	2	30	19	8	24	129	92	40	49	1	32	43	34	44	53	31	37	29	32	46	44	47	30	34	46	34	47	49	0	0	0	0	0	0
ASV_278	1	0	0	9	0	4	0	2	0	2	2	197	181	31	10	16	312	222	107	5	4	118	59	39	6	2	122	94	25	41	7	8	28	69	17	2	21	16	31	33	0	45	47	56	9	20	32	72	87	3	5	17	31	51	2	5	5	14	4	7	2	3	19	8	7	33	16	18	3	2	49	21	9	10	12	9	2	19	13	8	8	5	13	15	13	10	11	10	5	0	0	0	0	0	0
ASV_279	8	5	6	0	2	13	1	12	1	0	10	0	0	0	9	13	0	0	0	22	3	0	3	2	13	0	0	89	476	91	22	0	0	8	583	46	3	0	3	277	7	0	5	13	26	18	0	0	8	24	0	0	0	0	58	2	5	74	1	0	0	0	49	5	5	5	9	28	13	4	0	29	26	39	42	27	16	35	38	21	50	22	56	33	43	27	46	31	41	0	0	0	0	0	0
ASV_280	0	0	0	1	0	0	0	17	0	1	0	0	0	0	3	0	0	0	0	0	8	9	14	1	4	3	0	2	0	10	0	1	1	0	7	0	3	1	2	0	0	1	11	23	88	54	0	1	10	56	8	0	3	1	0	40	427	696	47	23	42	20	41	325	360	71	29	79	35	97	0	0	0	0	0	0	1	3	5	0	0	3	0	0	0	0	0	5	0	0	0	0	0	0	0
ASV_281	553	169	285	0	933	2	44	43	356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	9	0	0	0	0	4	0	0	0	0	3	0	0	0	0	0	25	0	0	0	0	234	0	0	0	0	11	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV_282	24	47	52	23	28	16	51	39	22	23	59	0	1	4	34	36	0	0	0	51	76	0	13	1	477	82	0	18	15	83	24	0	0	3	20	40	0	0	0	24	127	0	1	1	17	43	0	0	0	84	58	0	0	2	58	129	62	48	0	1	0	38	39	5	4	2	44	31	1	2	0	31	28	32	18	35	21	28	18	32	38	23	36	21	11	25	39	29	18	0	0	0	0	0	0
ASV_283	0	1	1	0	0	1	0	5	0	0	0	2	97	75	15	15	7	31	33	10	4	17	21	23	14	4	12	28	26	24	3	8	9	15	27	10	24	23	19	19	22	7	10	16	4	14	6	10	25	5	5	1	12	18	2	0	0	3	7	8	8	4	22	11	14	29	9	5	8	8	12	78	82	99	121	107	46	68	71	109	73	91	72	72	95	122	100	115	103	0	108	0	0	0	0
ASV_284	7	27	17	0	9	0	0	0	4	0	1	0	0	0	31	87	0	0	0	9	28	0	0	0	5	10	0	51	25	549	264	0	0	0	3	16	0	0	0	1	27	0	0	2	12	133	0	0	0	14	109	0	0	0	3	80	20	8	0	0	0	35	70	0	2	0	318	186	0	0	0	24	21	27	33	34	21	18	35	21	43	25	29	24	27	35	21	19	34	0	0	0	0	0	0
ASV_285	0	39	8	2	0	0	0	0	0	2	5	0	0	0	6	10	2	0	1	7	15	9	3	0	2	28	0	0	4	0	0	7	0	4	24	22	14	13	16	15	17	6	5	16	5	6	0	1	2	258	34	0	0	3	23	98	391	899	107	118	168	7	48	28	17	14	27	17	11	17	18	0	0	11	1	0	0	2	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_286	0	0	0	7	0	5	0	0	0	0	2	0	141	177	116	98	4	11	29	86	4	10	33	43	0	0	42	171	61	1	7	18	65	96	0	0	24	75	60	0	6	0	22	47	75	56	8	27	110	21	11	0	3	10	15	2	1	32	9	14	26	4	11	85	64	136	11	55	181	143	0	6	1	0	9	14	3	7	2	2	4	6	2	1	3	0	0	2	0	0	0	0	0	0	0
ASV_287	0	10	0	0	0	45	0	0	0	0	78	0	0	0	40	97	0	0	0	10	158	0	9	0	100	88	0	19	87	221	14	0	0	0	109	52	0	0	0	169	84	0	0	0	8	9	0	0	0	74	52	0	0	0	1	195	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	47	25	10	151	61	8	24	38	46	68	60	30	47	49	81	45	33	36	0	0	0	0	0	0
ASV_288	1	5	0	0	10	3	5	0	3	0	3	0	0	4	93	118	0	0	0	155	71	0	8	0	81	41	0	31	29	313	231	0	0	0	28	23	0	0	0	9	15	0	0	4	24	100	0	0	0	41	38	0	0	0	34	52	3	2	0	0	0	0	13	0	0	0	14	14	0	0	0	40	70	35	66	86	38	28	68	58	69	58	53	45	48	58	43	36	32	0	0	0	0	0	0
ASV_289	90	89	108	0	81	0	0	0	7	0	16	0	10	3	13	17	0	1	6	7	314	0	36	39	207	442	0	1	24	16	30	0	0	0	0	15	0	0	0	9	25	9	32	147	105	17	1	13	38	48	21	0	0	0	23	12	75	4	0	0	1	4	0	0	1	1	0	0	0	3	0	11	18	23	15	30	16	19	18	24	23	13	30	11	17	33	21	24	27	0	0	0	0	0	0
ASV_290	77	113	118	0	68	22	208	239	120	0	59	0	0	0	10	19	0	0	0	22	56	0	10	2	16	74	0	15	3	67	69	0	0	0	17	100	0	0	0	11	232	0	0	0	5	25	0	0	0	18	31	0	0	0	16	41	139	24	0	0	0	47	34	0	0	1	148	63	0	0	0	1	12	5	14	1	22	14	18	7	11	2	11	20	15	11	16	6	6	0	0	0	0	0	0
ASV_291	27	313	8	0	88	67	32	2	23	0	51	0	0	0	2	1	0	0	0	4	125	0	2	0	110	26	0	2	6	137	19	0	0	0	26	182	0	0	0	58	179	0	0	0	0	4	0	0	0	54	31	0	0	0	2	275	192	39	0	0	0	62	41	0	0	0	51	64	3	0	0	4	31	0	10	16	9	7	10	16	9	13	5	16	12	11	8	12	27	0	0	0	0	0	0
ASV_292	0	0	0	8	0	4	0	0	0	5	0	9	13	1	5	2	13	21	15	1	0	416	191	157	6	1	3	8	3	25	2	3	40	18	6	0	68	107	157	0	0	7	15	8	2	0	27	49	16	2	0	7	9	12	0	0	0	14	120	155	184	0	6	10	5	15	1	2	6	140	5	9	27	29	35	44	28	15	24	22	14	30	27	18	5	12	14	29	9	0	0	0	0	0	0
ASV_293	3	0	0	0	0	8	0	0	0	8	0	2	10	28	82	60	3	9	8	104	4	6	15	16	40	6	3	17	70	81	30	4	1	11	72	0	2	5	6	14	0	8	14	93	131	150	3	0	40	18	4	0	0	3	100	21	0	2	3	2	1	1	10	0	4	4	13	16	7	18	0	53	68	47	77	62	56	53	61	53	50	70	68	57	65	61	52	93	68	0	0	0	0	0	0
ASV_294	24	0	10	0	117	0	683	1	1632	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	11	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
